type,id,nomor_pb_umku,nama,website,sektor,nama_tampil_badan_hukum,nama_perusahaan,tanggal_daftar,tanggal_terbit,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id,keterangan,lokalitas,self
tdpseTerbit,3485,null,ngantre.com,ngantre.com,Sektor Teknologi Informasi dan Komunikasi,null,NGANTRE INDONESIA PERSADA,2022-03-09,2022-03-09,002268.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3485,TERDAFTAR,2962,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3485
tdpseTerbit,3484,null,SESPRI,www.sespri.id,Sektor Teknologi Informasi dan Komunikasi,PT,PT ALEGO DIGITAL INDONESIA,2022-03-09,2022-03-09,002267.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3484,TERDAFTAR,2961,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3484
tdpseTerbit,3483,null,happyfresh.id,www.happyfresh.id,Sektor Perdagangan,PT,PT ICART GROUP INDONESIA,2022-03-09,2022-03-09,001034.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3483,TERDAFTAR,3194,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3483
tdpseTerbit,3482,null,tokolapak.com,tokolapak.com,Sektor Perdagangan,PT,PT IDE KREATIF ASIA,2022-03-09,2022-03-09,002266.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3482,TERDAFTAR,2954,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3482
tdpseTerbit,3481,null,MedCheck,www.medcheck.id,Sektor Kesehatan,PT,PT ARIANDA MITRA SEJAHTERA,2022-03-09,2022-03-09,002265.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3481,TERDAFTAR,2918,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3481
tdpseTerbit,3480,null,PLN Mobile Marketplace,-,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",PT,PT INDONESIA COMNETS PLUS,2022-03-09,2022-03-09,002264.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3480,TERDAFTAR,2928,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3480
tdpseTerbit,3479,null,Luwjistik,luwjistik.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT ALLY LOGISTICS INTEGRATORS,2022-03-09,2022-03-09,002263.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3479,TERDAFTAR,2926,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3479
tdpseTerbit,3478,null,www.mauahotel.com,mauahotel.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.09/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3478,TERDAFTAR,2950,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3478
tdpseTerbit,3477,null,www.swiss-belinnmanyar.com,swiss-belinnmanyar.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.08/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3477,TERDAFTAR,2949,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3477
tdpseTerbit,3476,null,www.hotelciputraworld.com,hotelciputraworld.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.07/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3476,TERDAFTAR,2948,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3476
tdpseTerbit,3475,null,swiss-belboutiqueyogyakarta.com,swiss-belboutiqueyogyakarta.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.06/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3475,TERDAFTAR,2947,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3475
tdpseTerbit,3474,null,www.swiss-belresortwatujimbar.com,swiss-belresortwatujimbar.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.05/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3474,TERDAFTAR,2946,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3474
tdpseTerbit,3473,null,www.swiss-belhotelrainforest.com,swiss-belhotelrainforest.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.04/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3473,TERDAFTAR,2945,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3473
tdpseTerbit,3472,null,www.swiss-belhoteltuban.com,swiss-belhoteltuban.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.03/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3472,TERDAFTAR,2944,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3472
tdpseTerbit,3471,null,SEBAYA MEDIA KREASI,https://tokodaring.lkpp.go.id/,"Sektor Kesehatan, Sektor Pangan, Sektor Perdagangan, Sektor Pertahanan dan Keamanan, Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",PT,PT SEBAYA MEDIA KREASI,2022-03-08,2022-03-08,002262.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3471,TERDAFTAR,2894,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3471
tdpseTerbit,3470,null,HATATA,www.sailors.id,Sektor Perdagangan,PT,PT HATATA ECOMMERCE TECHNOLOGY,2022-03-08,2022-03-08,002261.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3470,TERDAFTAR,2960,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3470
tdpseTerbit,3469,null,www.hotelciputra.com,hotelciputra.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-08,2022-03-08,002245.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3469,TERDAFTAR,2943,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3469
tdpseTerbit,3468,null,pizzamarzano.co.id,pizzamarzano.co.id,Sektor Perdagangan,PT,PT SARI PIZZA INDONESIA,2022-03-08,2022-03-08,002260.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3468,TERDAFTAR,2959,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3468
tdpseTerbit,3467,null,Droom,-,Sektor Perdagangan,PT,PT DROOM TECHNOLOGY INDONESIA,2022-03-08,2022-03-08,002259.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3467,TERDAFTAR,3193,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3467
tdpseTerbit,3466,null,TreeDots Platform Suite,www.thetreedots.com,"Sektor Pangan, Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",PT,PT TREEDOTS GROUP INDONESIA,2022-03-08,2022-03-08,002258.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3466,TERDAFTAR,3192,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3466
tdpseTerbit,3465,null,Pasarnow.com,pasarnow.com,Sektor Perdagangan,PT,PT USAHA PINTAR PRATAMA,2022-03-08,2022-03-08,002257.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3465,TERDAFTAR,2958,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3465
tdpseTerbit,3464,null,Hyundai Service Point System Registration,hyundai-bs.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT HYUNDAI MOTORS INDONESIA,2022-03-08,2022-03-08,000635.05/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3464,TERDAFTAR,3191,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3464
tdpseTerbit,3463,null,Pasarnow,pasarnow.com,"Sektor Pangan, Sektor Perdagangan",PT,PT USAHA PINTAR PRATAMA,2022-03-08,2022-03-08,002257.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3463,TERDAFTAR,2957,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3463
tdpseTerbit,3462,null,SIP International,https://sipinternational.com,Sektor Perdagangan,PT,PT SUKSES INTEGRITAS PERKASA,2022-03-08,2022-03-08,002256.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3462,TERDAFTAR,2927,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3462
tdpseTerbit,3461,null,Online Booking Hotel,zesthotel.com,Sektor Perdagangan,PT,PT ZEST HOTELS INDONESIA,2022-03-08,2022-03-08,002242.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3461,TERDAFTAR,2887,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3461
tdpseTerbit,3460,null,Litedex,litedex.io,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",PT,PT LITEDEX DIGITAL INDONESIA,2022-03-08,2022-03-08,002255.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3460,TERDAFTAR,2893,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3460
tdpseTerbit,3459,null,genkisushi.co.id,genkisushi.co.id,Sektor Perdagangan,PT,PT SARI FOOD LESTARI,2022-03-08,2022-03-08,002254.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3459,TERDAFTAR,2955,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3459
tdpseTerbit,3458,null,Datapool,www.datapool.ai,Sektor Teknologi Informasi dan Komunikasi,PT,PT KOLAM DATA INDONESIA,2022-03-08,2022-03-08,002229.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3458,TERDAFTAR,3186,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3458
tdpseTerbit,3457,null,digibonds.id,www.digibonds.id,Sektor Keuangan,PT,PT PRATAMA MITRA SEJATI,2022-03-08,2022-03-08,002253.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3457,TERDAFTAR,2920,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3457
tdpseTerbit,3456,null,Jaringan Citra Mandiri,citratel.co.id,Sektor Teknologi Informasi dan Komunikasi,PT,PT JARINGAN CITRA MANDIRI,2022-03-08,2022-03-08,002252.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3456,TERDAFTAR,2916,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3456
tdpseTerbit,3455,null,CV. Fahrini Jaya Gemilang,-,Sektor Perdagangan,CV,CV FAHRINI JAYA GEMILANG,2022-03-08,2022-03-08,002251.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3455,TERDAFTAR,2951,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3455
tdpseTerbit,3453,null,ZAFIYYA - PERDAGANGAN BESAR PIRANTI LUNAK,www.tokodaring.lkpp.go.id,"Sektor Kesehatan, Sektor Pangan, Sektor Perdagangan, Sektor Pertahanan dan Keamanan",PT,PT ZAFIYYA UTAMA INDONESIA,2022-03-08,2022-03-08,002249.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3453,TERDAFTAR,2892,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3453
tdpseTerbit,3452,null,ZAFIYYA UTAMA INDONESIA,www.tokodaring.lkpp.go.id,"Sektor Kesehatan, Sektor Pangan, Sektor Perdagangan, Sektor Pertahanan dan Keamanan",PT,PT ZAFIYYA UTAMA INDONESIA,2022-03-08,2022-03-08,002249.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3452,TERDAFTAR,2891,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3452
tdpseTerbit,3451,null,Saturdays Lifestyle,-,Sektor Perdagangan,PT,PT ARTHA PERSADA KREATIF,2022-03-07,2022-03-07,002248.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3451,TERDAFTAR,2890,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3451
tdpseTerbit,3450,null,Motosans,-,Sektor Teknologi Informasi dan Komunikasi,,IRFAN SOPIYAN,2022-03-07,2022-03-07,002231.03/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3450,TERDAFTAR,3190,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3450
tdpseTerbit,3449,null,Tanda Tangan Digital,www.xignature.co.id,Sektor Teknologi Informasi dan Komunikasi,PT,PT DIGITAL TANDATANGAN ASLI,2022-03-07,2022-03-07,002247.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3449,TERDAFTAR,2930,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3449
tdpseTerbit,3448,null,iglo.co.id,iglo.co.id,Sektor Teknologi Informasi dan Komunikasi,null,IMAJI GLOBAL MEDIA,2022-03-07,2022-03-07,002246.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3448,TERDAFTAR,2941,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3448
tdpseTerbit,3447,null,IGLO,iglo.co.id,Sektor Teknologi Informasi dan Komunikasi,null,IMAJI GLOBAL MEDIA,2022-03-07,2022-03-07,002246.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3447,TERDAFTAR,2940,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3447
tdpseTerbit,3446,null,Website online booking,swiss-belhotel.com,Sektor Perdagangan,PT,PT SWISS-BELHOTEL INTERNATIONAL INDONESIA,2022-03-07,2022-03-07,002245.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3446,TERDAFTAR,2942,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3446
tdpseTerbit,3445,null,LALAMOVE,lalamove.com,"Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",PT,PT LALAMOVE LOGISTIK INDONESIA,2022-03-07,2022-03-07,002244.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3445,TERDAFTAR,2933,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3445
tdpseTerbit,3444,null,Danasyariah.id,www.danasyariah.id,Sektor Keuangan,PT,PT DANA SYARIAH INDONESIA,2022-03-07,2022-03-07,002243.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3444,TERDAFTAR,2929,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3444
tdpseTerbit,3443,null,Aplikasi e-WR (elektronik Workning Request),https://ewr.btn.co.id,Sektor Keuangan,PT,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK TABUNGAN NEGARA,2022-03-07,2022-03-07,001813.23/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3443,TERDAFTAR,3189,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3443
tdpseTerbit,3442,null,Aplikasi e-Procurement,https://eproc.btn.co.id/webextranet/login.aspx,Sektor Keuangan,PT,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK TABUNGAN NEGARA,2022-03-07,2022-03-07,001813.22/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3442,TERDAFTAR,3188,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3442
tdpseTerbit,3441,null,Website online booking,swiss-belhotel.com,Sektor Perdagangan,PT,PT ZEST HOTELS INDONESIA,2022-03-07,2022-03-07,002242.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3441,TERDAFTAR,2886,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3441
tdpseTerbit,3440,null,kamirawat,kamirawat.com,"Sektor Kesehatan, Sektor Teknologi Informasi dan Komunikasi",PT,PT ARSATYA JAYA MEDIKA,2022-03-07,2022-03-07,002241.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3440,TERDAFTAR,2885,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3440
tdpseTerbit,3439,null,JualBareng,jualbareng.com,Sektor Perdagangan,null,JUAL BARENG INDONESIA,2022-03-06,2022-03-06,002240.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3439,TERDAFTAR,2917,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3439
tdpseTerbit,3438,null,Atourin Portal,atourin.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT ATOURIN TEKNOLOGI NUSANTARA,2022-03-06,2022-03-06,002239.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3438,TERDAFTAR,2938,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3438
tdpseTerbit,3437,null,Atourin,atourin.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT ATOURIN TEKNOLOGI NUSANTARA,2022-03-06,2022-03-06,002239.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3437,TERDAFTAR,2937,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3437
tdpseTerbit,3436,null,Aktivitas Teknologi Informasi Dan Jasa Komputer Lainnya,teknoweb.id,Sektor Teknologi Informasi dan Komunikasi,null,TEKNOWEB DIGITAL INDONESIA,2022-03-06,2022-03-06,002238.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3436,TERDAFTAR,2936,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3436
tdpseTerbit,3435,null,Una Indonesia,https://una-community.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT UNA DARMA INDONESIA,2022-03-05,2022-03-05,002237.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3435,TERDAFTAR,2931,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3435
tdpseTerbit,3434,null,IHG Tech,Imronhadigroup.com,Sektor Teknologi Informasi dan Komunikasi,null,IMRON HADI GROUP,2022-03-05,2022-03-05,002236.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3434,TERDAFTAR,2889,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3434
tdpseTerbit,3433,null,Seeder Indonesia,seederindonesia.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT SISTEM ELEKTRONIKA ASIA,2022-03-05,2022-03-05,002235.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3433,TERDAFTAR,2923,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3433
tdpseTerbit,3432,null,Belanjaparts,belanjaparts.com,Sektor Transportasi,PT,PT SOLUSI TEKNIK INDUSTRI,2022-03-04,2022-03-04,002234.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3432,TERDAFTAR,2888,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3432
tdpseTerbit,3431,null,Newton Hoster,member.newtonindonesia.co.id,Sektor Teknologi Informasi dan Komunikasi,PT,PT NEWTON CIPTA INFORMATIKA,2022-03-04,2022-03-04,002233.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3431,TERDAFTAR,2935,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3431
tdpseTerbit,3430,null,Solubis,solubis.com,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",PT,PT SOLUBIS SUKSES GEMILANG,2022-03-04,2022-03-04,002232.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3430,TERDAFTAR,2934,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3430
tdpseTerbit,3429,null,KLIKOO,www.klikoo.co.id,Sektor Perdagangan,PT,PT PINTAR VENTURA PERTAMA,2022-03-04,2022-03-04,002213.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3429,TERDAFTAR,3187,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3429
tdpseTerbit,3428,null,fast.net,blibli.com,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",,IRFAN SOPIYAN,2022-03-04,2022-03-04,002231.02/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3428,TERDAFTAR,2860,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3428
tdpseTerbit,3427,null,Fastdotnet,home.cloudit.my.id,Sektor Teknologi Informasi dan Komunikasi,,IRFAN SOPIYAN,2022-03-04,2022-03-04,002231.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3427,TERDAFTAR,2859,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3427
tdpseTerbit,3426,null,paxelmarket.co,paxelmarket.co,Sektor Perdagangan,PT,PT GLOBAL UNGGUL MANDIRI,2022-03-04,2022-03-04,001908.03/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3426,TERDAFTAR,3179,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3426
tdpseTerbit,3425,null,soddigo,https://pwa.soddigo.com/#/,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",PT,PT NEOPOWER TEKNOLOGI INDONESIA,2022-03-04,2022-03-04,002230.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3425,TERDAFTAR,2858,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3425
tdpseTerbit,3424,null,DigiData,www.digidata.ai,Sektor Teknologi Informasi dan Komunikasi,PT,PT KOLAM DATA INDONESIA,2022-03-04,2022-03-04,002229.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3424,TERDAFTAR,2857,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3424
tdpseTerbit,3423,null,RANYA TECH PORTAL,Ranyatech.com,Sektor Teknologi Informasi dan Komunikasi,PT,PT SOKHI RANYA TEKNOLOGI,2022-03-04,2022-03-04,002228.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3423,TERDAFTAR,2856,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3423
tdpseTerbit,3422,null,Nusamart,nusantaramarketplace.id,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",PT,PT BERDIKARI PRIMA MANDIRI,2022-03-03,2022-03-03,002227.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3422,TERDAFTAR,2883,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3422
tdpseTerbit,3421,null,LinkQU!,linkqu.id,Sektor Keuangan,PT,PT TRI USAHA BERKAT,2022-03-03,2022-03-03,002226.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3421,TERDAFTAR,2824,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3421
tdpseTerbit,3420,null,Zaydan Tech,-,Sektor Teknologi Informasi dan Komunikasi,null,ZAYDAN TEKNOLOGI INDONESIA,2022-03-03,2022-03-03,002225.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3420,TERDAFTAR,2836,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3420
tdpseTerbit,3419,null,PAYQUEST NETWORK INDONESIA,payquest.com,Sektor Keuangan,PT,PT PAYQUEST NETWORK INDONESIA,2022-03-02,2022-03-02,002224.01/DJAI.PSE/03/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/3419,TERDAFTAR,2386,-,LOKAL,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/3419
